i16, 3.0, , , , 4.0, 5.0, 2.0, , , , 5.0, , , 3.0, , , , , 4.0, 4.0, 4.0, , , , 4.0, 5.0, , 3.0, , 4.0, , , 4.0, 3.0, 4.0, 3.0, 4.0, , 4.0, , 5.0, 3.0, , , , , , , , , , 4.0, 5.0, 3.0, , , , 4.0, , , , , 3.0, , 4.0, 4.0, , , 5.0, , , , , 4.0, , , , 4.0, 4.0, , , , 4.0, , 3.0, , , , , , 4.0, , 3.0, , 3.0, 5.0, 5.0, , 5.0, , 4.0
i17, 5.0, , 4.0, 5.0, 5.0, , 2.0, , 5.0, 4.0, , , , , , 4.0, 4.0, , , , 4.0, , 4.0, , 2.0, , , , , 3.0, 3.0, , 4.0, , , , 4.0, , 4.0, , 5.0, , 2.0, , , 4.0, 4.0, , , , , 4.0, 5.0, , , , , 5.0, , , , , , 3.0, 4.0, 4.0, , 4.0, 4.0, , , , , , , , 5.0, 3.0, , , , , 4.0, , , , , , , 4.0, 5.0, 5.0, 5.0, , , , 4.0, , , , 5.0
i18, 1.0, , , , 1.0, 3.0, , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , 2.0, , , , , , , , , , , 3.0, , , , , , , , , , , , , 3.0, 3.0, , , 5.0, , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , 
i3548, 5.0, , , , 5.0, , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , 4.0, , , , 3.0, , , , , , , , , , , , , , , , , 4.0, , 3.0, , , , 4.0, 5.0, 5.0, , , , , , , , , , 
i20, 2.0, , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , 
i21, 4.0, 5.0, , 4.0, 4.0, , , , , 4.0, 5.0, 3.0, 3.0, 4.0, , , , 4.0, 4.0, , 4.0, , 4.0, , 4.0, 5.0, , , , 4.0, , , 4.0, , 3.0, 2.0, 4.0, , 3.0, , , , , 4.0, , 5.0, , , , , 4.0, 4.0, 2.0, 4.0, , 4.0, 5.0, 3.0, , , 2.0, , 3.0, , 5.0, , , , , 5.0, , 4.0, , , , , 5.0, 3.0, 3.0, , 3.0, , 3.0, 4.0, , , , , , , 5.0, , 4.0, , 4.0, , 5.0, , 5.0, , 3.0
i22, 4.0, , 3.0, , 3.0, 3.0, , , , , , 3.0, 1.0, 3.0, , , , , , , , , , , 4.0, , , , , 4.0, , , , , , , 3.0, , , , , , , , , , , , , , , 3.0, 3.0, , , , , 3.0, , , , , , , , 3.0, , , , , , , , , , , 4.0, , , , 5.0, , 4.0, , , , , , , , , , 4.0, , , , 4.0, , 2.0, , 5.0
i23, 1.0, , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i25, 5.0, , , 5.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, , 4.0, 1.0, 5.0, 5.0, , , 3.0, 4.0, , 3.0, 5.0, , , , 5.0, , , , , 3.0, 5.0, 5.0, , , 3.0, 4.0, , 5.0, , 5.0, 4.0, 4.0, 4.0, 4.0, , , , , , 3.0, 5.0, 3.0, 5.0, 5.0, , , 4.0, , , , , 4.0, 4.0, 4.0, , , 3.0, 5.0, , , 4.0, 4.0, 5.0, 4.0, , 4.0, 5.0, , , 3.0, , , 5.0, 5.0, , , , , 5.0, 5.0, 4.0, 3.0, , , 5.0, 5.0, , 5.0, 2.0, 5.0
i26, 3.0, 4.0, , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i3556, 4.0, , , 3.0, 4.0, , 2.0, , , , , 3.0, 5.0, 5.0, , , , , , , , 2.0, , , , , , 4.0, 4.0, , , 3.0, 3.0, , , 4.0, , , , , , , , , , , , , , 4.0, , , 5.0, , , , , 4.0, , , , , , , , , , 2.0, 3.0, , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , 3.0, , 4.0, , 
i28, 3.0, , 3.0, , 5.0, , , , , 4.0, , , 5.0, , , , , , , , , , 4.0, , , , , , , , , , 4.0, , , 3.0, , , , , , , , , , 4.0, , , , , , 3.0, , , , , , , , , 4.0, , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , 4.0, , 5.0, , 3.0, , , , , , , , 
i30, 3.0, 3.0, , , , , , , , , , 3.0, , , , 3.0, , , , , , , , , , , , , , 5.0, 3.0, , , , , , , , , , , , , 3.0, , 3.0, , , , 2.0, , , 3.0, , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , 
i31, 3.0, , , , , 5.0, , , , , , , , 1.0, , , , , , , , , , , 4.0, , , , , , , , 4.0, , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , 5.0, , , , , , , , , , , 
i32, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, , 3.0, 5.0, 5.0, 5.0, 3.0, 3.0, , 4.0, , , 2.0, 4.0, , 4.0, 5.0, , 4.0, , 4.0, 4.0, , 5.0, 4.0, 4.0, 2.0, , , 3.0, , , , , 3.0, , 4.0, , , , 4.0, , 4.0, 5.0, 4.0, 4.0, , , 4.0, , , , , 3.0, 3.0, 5.0, , , 3.0, 5.0, , , , , 4.0, , , , 4.0, , 4.0, 2.0, , 4.0, , , , , , 2.0, 4.0, 4.0, 4.0, 4.0, , , 5.0, 5.0, , 5.0, , 5.0
i34, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, , 4.0, 3.0, , 4.0, 4.0, 3.0, 4.0, , , , 4.0, , , 4.0, , 4.0, 5.0, 3.0, , 2.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, , 5.0, , 4.0, , 4.0, 4.0, 4.0, 3.0, , 5.0, 3.0, , , , , 4.0, 3.0, 5.0, 2.0, , , , 4.0, 4.0, , , , , 5.0, , , 5.0, , , , 5.0, , 1.0, 5.0, 4.0, , 4.0, 3.0, , , , , 3.0, , , , , , 5.0, 5.0, 4.0, 5.0, , 4.0, 5.0, , , , , 5.0
i35, 4.0, 4.0, 3.0, , 3.0, , , , , 4.0, , , 1.0, , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , 3.0, , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , 2.0, 4.0, , 2.0, , , , , , , , 
i36, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 2.0, , , 5.0, 4.0, , 5.0, 5.0, 4.0, , , , 3.0, 4.0, 4.0, , , , 5.0, 4.0, , 4.0, 3.0, 5.0, 4.0, , 5.0, 3.0, 3.0, 3.0, 4.0, , 5.0, 5.0, , 4.0, , 3.0, , , , , , 3.0, 2.0, 5.0, 5.0, 4.0, 5.0, , , 3.0, , 4.0, 4.0, , , , 5.0, 5.0, , 4.0, 5.0, , , 5.0, , , , 5.0, , 5.0, , , 5.0, , 5.0, , , , , 5.0, , , 4.0, , 4.0, , 4.0, 5.0, 5.0, , 5.0, , 
i3566, 5.0, , , , , , , , , , , , , 3.0, , , , 1.0, , , 4.0, , , , , , , , , , , , 4.0, , 3.0, 2.0, , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , 3.0, , , , , 5.0, , , , , , 3.0, , , , , , , , , , 4.0, , , , , , 5.0, , 
i40, 4.0, , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , 
i41, 5.0, 4.0, , , 4.0, , , , , , , 4.0, , , , , 4.0, , , , 3.0, 5.0, 3.0, , , , , , , , , , 4.0, 4.0, , , , , , , , , , , , 5.0, , , , , , , 4.0, , , , , , , , , , , , 4.0, , , , , , , , , 4.0, , , 5.0, 3.0, , , , , 5.0, , 5.0, , , , , , 5.0, , , , , , , , , , 
i3571, 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , 4.0, 3.0, , , , , , 3.0, , , , , , , , , , , , , , 4.0, , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, 5.0, , , , , 4.0, , 
i43, 3.0, 2.0, 3.0, , 2.0, , , , 5.0, , , , 1.0, 2.0, , , , , , , , , , 5.0, , , , , , 5.0, , , 3.0, , 2.0, , , , 4.0, , , , , , , , , , , , , 3.0, , , , , , 4.0, , , , , , , , 4.0, 4.0, , , , , , , , , , 4.0, , , , , , 2.0, , , , , , , 4.0, , , 3.0, , , , , , , , 
i45, 3.0, , 3.0, , 4.0, 4.0, , 3.0, , , , 4.0, , 5.0, , , , , , , , 3.0, 4.0, , 2.0, , , 4.0, , 4.0, 3.0, , 4.0, , 2.0, , , , 4.0, 4.0, , 4.0, 5.0, , , 3.0, , , , , , 4.0, 3.0, 4.0, , , 4.0, 3.0, , , , , 3.0, , 4.0, 3.0, , , , , , , , 5.0, , , , 5.0, 2.0, , , , 5.0, , , , , , , , 5.0, , 4.0, , , , 5.0, , 3.0, , 
i46, 3.0, , , , 2.0, 4.0, , , , , , , 3.0, 4.0, , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , 3.0, , , , 4.0
i47, 4.0, , 4.0, 4.0, 5.0, 5.0, 2.0, , , , 5.0, 3.0, , 2.0, , , 3.0, , , , , 2.0, 1.0, , 4.0, 5.0, , 3.0, , , , , 5.0, 3.0, 5.0, 3.0, 4.0, , 5.0, , 5.0, 3.0, 4.0, 2.0, , , , , , , , 4.0, 4.0, 4.0, , , , 4.0, , , , , , , 5.0, , , 3.0, 5.0, , , , , 3.0, , , , 5.0, , , 5.0, , 4.0, , 4.0, , , , , , 5.0, 4.0, 4.0, , , 5.0, 5.0, , 5.0, , 5.0
i3577, 2.0, , , 3.0, , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , 
i3578, 5.0, , 3.0, 4.0, 5.0, 4.0, 1.0, , 3.0, , , 5.0, 4.0, 2.0, 4.0, 3.0, , 4.0, , 3.0, 2.0, , 3.0, , , 5.0, 5.0, , 1.0, , , 3.0, 4.0, 2.0, 4.0, 2.0, 4.0, , 5.0, , 4.0, , 4.0, , 5.0, 3.0, , , 4.0, 2.0, , 4.0, 4.0, 4.0, , , , 3.0, 5.0, , , , 4.0, , 3.0, 4.0, 5.0, 5.0, , , 4.0, , 3.0, 2.0, 5.0, 5.0, , 3.0, , , , , 4.0, , 3.0, , 4.0, 2.0, , , 2.0, , 4.0, 5.0, , , 4.0, 4.0, 1.0, , 5.0
i50, 5.0, , 4.0, 5.0, 4.0, 4.0, 5.0, 2.0, , 4.0, 5.0, , 3.0, 5.0, 5.0, 4.0, 4.0, , 5.0, , 4.0, 5.0, 4.0, , 4.0, , 4.0, 3.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 3.0, 5.0, , 5.0, , 5.0, 5.0, 5.0, 4.0, , 5.0, 5.0, , , , , 5.0, 4.0, 4.0, 5.0, , , 4.0, 4.0, , 5.0, , 5.0, , 4.0, , 5.0, 5.0, 4.0, 5.0, , , , 5.0, , , , 3.0, 5.0, 3.0, , , 4.0, , 5.0, 4.0, , 5.0, , 5.0, 5.0, 5.0, 5.0, , 4.0, , 4.0, , 3.0, 5.0, 
i3580, 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i52, 3.0, 3.0, 3.0, , 3.0, , 3.0, , , , 4.0, , , , 5.0, , , , , , 4.0, , , , , 4.0, , , , , , , 4.0, 2.0, , , 4.0, , 3.0, , , 3.0, , , , 4.0, , , , , , 5.0, 4.0, 4.0, , , , 4.0, , , , 3.0, 2.0, , , 3.0, , , , , , , , , , , , , 4.0, , , , 4.0, 4.0, , , , , , 3.0, 4.0, , 3.0, , , 3.0, , , 2.0, , 
i55, 5.0, , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , 5.0, , 
i57, 3.0, , , , , 4.0, , , , , , , 5.0, , , , , , , 3.0, , , , , 4.0, , , , , 4.0, , , , , , , , , , , , , , , , 4.0, , , , , , , , 4.0, , , , , 5.0, , , , , , , 3.0, , , 5.0, , , , , , , , 4.0, , , , , , , , , , , , , , 4.0, , 4.0, , , , , , , , 
i58, 5.0, , , , 3.0, 4.0, 2.0, 3.0, , , , , 5.0, 5.0, , 4.0, , , , 4.0, 4.0, 3.0, 4.0, , 4.0, , , , , 5.0, 5.0, , 4.0, , , 3.0, 4.0, , 3.0, , 5.0, , , 3.0, , 3.0, 5.0, , 4.0, 2.0, 4.0, 4.0, 3.0, , , , , 3.0, , , , , , 5.0, 5.0, , , , 4.0, , , , , , , 4.0, 5.0, 3.0, 5.0, , , , , , 5.0, , , , , 5.0, , 4.0, 4.0, , , , , , , , 
i3588, 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , 3.0, , , , , , , 4.0, , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , 4.0, , 
i61, 2.0, , , , , 4.0, , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , 
i62, 3.0, 3.0, 4.0, 4.0, 2.0, 4.0, 2.0, , , , , , , 1.0, 3.0, , , , , , 4.0, , , , , 4.0, , , 3.0, , , , 4.0, , , , , , 3.0, 1.0, , , 3.0, , , , , , , , , 4.0, , , , , , , , , , , , 5.0, , 3.0, , , , , , , , , , , 5.0, , , , 5.0, , , , , , , , , , 3.0, , 2.0, , 3.0, 4.0, , , , , 5.0
i3593, 1.0, , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , 1.0, , 2.0, 1.0, , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , , , 
i3598, 3.0, , , , 5.0, , 1.0, , , , , , , , , , , , , , , , , , , , , , , 5.0, , 3.0, 4.0, , , 2.0, , , , , , , , , , 3.0, , , , 1.0, , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , 5.0, , , , 4.0, , , , , , , , , , , , , , , , , , 
i70, 4.0, , , , 3.0, 4.0, , , , , , , , 4.0, , 3.0, , , , , , , , , 1.0, , , , , , , , 2.0, , 4.0, 2.0, , , , 2.0, 3.0, , , , , , , , , 1.0, , , 3.0, , , , , 3.0, , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, 1.0, , 3.0, , 
i3600, 2.0, , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , , , 
i72, 5.0, , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , 4.0, , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , 3.0, , , , , 3.0, , , , , , , , , , , 5.0, , , , , , , 4.0, , , , 
i73, 5.0, , 2.0, , 3.0, , , 1.0, , , , , 5.0, , 4.0, , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , 2.0, , , , , , , , 
i3604, 3.0, , , 5.0, 5.0, , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , 
i3605, 2.0, 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i3606, 5.0, , , , 5.0, , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , 4.0, , , , , 3.0, , 4.0, 2.0, , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , 4.0, , , , , , , , , , , , , , , , , , , , , , 3.0, , 4.0, , 4.0, , , , , , , , 
i78, 5.0, , , , , 4.0, , , , , , , , 1.0, , , , , 3.0, , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , 
i79, 2.0, , , , , 3.0, , , , , , , , 2.0, , , 1.0, , 3.0, , , , , , , , , , , , , , , , , , 3.0, , 4.0, , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i80, 3.0, , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , 5.0, , , , , 4.0, , , , 4.0, , , , , , , , , , , , 5.0, 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , 
i81, 4.0, , , , , , 2.0, , , , , , , , , , 3.0, , , , , , , , 3.0, , , , , 4.0, , , 3.0, , , , 3.0, , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , 2.0, , 3.0, , 
i82, 5.0, , , , , , , , , , , , , 5.0, , , , , 5.0, , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , 
i3612, 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , 3.0, , , , 
i84, 3.0, , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i85, 3.0, 5.0, 3.0, , 4.0, , , 3.0, , , , 3.0, 1.0, 4.0, , 4.0, , , 2.0, 4.0, , , , , , , , , , , , , 3.0, , , , , , 4.0, , 4.0, , , , , 4.0, , , , , , 3.0, , , , , , , , , , , , , 4.0, , , , , , , , , 5.0, , , , , , 4.0, , , , , , , , , , , , , , , , , 5.0, , , , 
i86, 3.0, , , , , , , , , , , , , 1.0, , , , , , , , , , , , 3.0, , , , , , , , , 4.0, , , , , , , , , , 3.0, , , , , , , 4.0, , , , , , , , , , , , , , 3.0, 1.0, 3.0, , , , , , , , , , , , , 4.0, , 3.0, , 3.0, , 4.0, , , , 4.0, , 4.0, , , , , , , , 
i89, 3.0, , , , , 3.0, 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , 2.0, , , 3.0, , , 3.0, , 
i3619, 1.0, , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i3620, 3.0, , , , 5.0, , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , 
i92, 3.0, , , , , , 1.0, , , , , , 3.0, 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , 
i93, 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i94, 4.0, , , , 4.0, 3.0, , , , , , , , 4.0, , , , , , , , , , , 5.0, , , , , 3.0, , , , , 3.0, 3.0, , , 5.0, , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , 4.0, , , 4.0, , , , , , , , 4.0, , 4.0, 2.0, , , , , , , , , , , , , , , , , , , 3.0, , 
i95, 4.0, , , , , 4.0, , , , , , 1.0, , 1.0, , , , 3.0, , , , , , , , , , , 1.0, , , , 3.0, , , , , , 2.0, , , , , , , 3.0, , , , , , 4.0, , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , 1.0, , 
i96, 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , 
i3628, 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
i100, 3.0, , , , 2.0, 3.0, , , , , , , , 2.0, , , 2.0, , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , 3.0, 3.0, , , , , , , 3.0, , , , , , , 4.0, , , , , , , , , , , , , , , , , , 4.0, , , , , , 3.0, , 3.0, , 
i102, 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , 
